design_order,design_id,suite,family_id,decision_type,title,decision_object,intervention_mechanism,primary_outcome,horizon,spatial_unit,binding_constraint_kind,evidence_gate_type,analysis_modes,required_source_roles,implementation_status,current_readiness,existing_template_ref,city_bindings,method_claimed,design_signature,content_hash
227,scenario.equity.compliance-incentives.compliance-policy-portfolio.v1,behavioral-policy-equity,equity.compliance-incentives,prioritize,Prioritize compliance assistance and policy redesign,rights-preserving compliance and assistance portfolio,"burden, effectiveness evidence, rights, equity, cost, and deliverability prioritization",verified unresolved compliance burden and harm risk,multi-year,service-area,budget,cost-capacity,descriptive|optimization,community-input|demographic-context|equity-attribute|financial-cost|legal-regulatory|municipal-demand,design-only,blocked-missing-source,,0,false,sha256:e56cc51f81b9a9b79cd3abf88e0c655d8d4e2bafe879746057bbeca0ed457a97,sha256:0cf77ff25f8928bad6324d66a1f419d366e1818226d68b40e6ce168001b58fe4
228,scenario.equity.compliance-incentives.compliance-assistance-access.v1,behavioral-policy-equity,equity.compliance-incentives,site,Site compliance assistance and technical-support access,compliance assistance and technical-support locations,"access, privacy, language, neutrality, skill, and capacity-aware siting",eligible cases beyond usable qualified assistance,multi-year,facility,regulatory,legal-authority,simulation|optimization,demographic-context|equity-attribute|facility-inventory|legal-regulatory|municipal-demand|transport-network,design-only,blocked-missing-source,,0,false,sha256:9ac750bf7eabecbe4ac20e0c5617b72db324f46279619066c151355431fe7183,sha256:20aebf6c7f1618ee6fe893bc24139a4d16d0b1772f57df615d1eb78a2bf6a708
229,scenario.equity.compliance-incentives.assistance-enforcement-capacity.v1,behavioral-policy-equity,equity.compliance-incentives,allocate,Allocate compliance assistance and inspection capacity,"compliance assistance, inspection, and appeal resources","rights, severity, minimum-assistance, skill, and equity allocation",priority cases without qualified assistance or review capacity,weeks,population-group,equity,equity-measurement,simulation|optimization,demographic-context|equity-attribute|legal-regulatory|municipal-demand|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:b453ebd29c0c874a77e6085ea54f391993602ce21d72cddd06b67c834448bf2a,sha256:c78321aa452d6c8f59f8eae9f3e04a551dc8af03c1ef70c181417bd6723d3770
230,scenario.equity.compliance-incentives.notice-assistance-inspection.v1,behavioral-policy-equity,equity.compliance-incentives,schedule,"Schedule notices, assistance, inspections, and appeals","compliance notice, assistance, inspection, and appeal schedule","rights, deadline, dependency, capacity, and burden-aware scheduling","case-days outside lawful notice, assistance, and review windows",weeks,service-area,time,temporal-alignment,forecast|optimization,demographic-context|equity-attribute|legal-regulatory|municipal-demand|operating-capacity|service-schedule,design-only,blocked-missing-source,,0,false,sha256:09cc835fd6fc1447adbce974896f166b735e52d6d01d5d80d80111f7517391bb,sha256:0fa695875a333d25662c95db41e7cefe4e0305451a7b1314028453b9d0468839
231,scenario.equity.compliance-incentives.policy-response-uncertainty.v1,behavioral-policy-equity,equity.compliance-incentives,stress-test,Stress-test behavioral policy under heterogeneous response,behavioral compliance policy under heterogeneous response,"agent, administrative burden, uptake, substitution, and capacity simulation",scenario-weighted unresolved harm and administrative burden,seasonal,population-group,risk,external-validation,forecast|simulation|optimization,community-input|demographic-context|equity-attribute|legal-regulatory|municipal-demand|operating-capacity,design-only,blocked-missing-source,,0,false,sha256:0bedb113f76c72445c01cd0f985a2cb1e718462fba53b574f379296a48e0f192,sha256:4f538030c0c823bd51c35ad14e9022ed5f0ad4cc1f545624c01eebe46f4276ed
232,scenario.equity.compliance-incentives.assistance-incentive-effect.v1,behavioral-policy-equity,equity.compliance-incentives,evaluate,Evaluate compliance assistance and incentives,randomized or phased compliance assistance and incentive,randomized encouragement or threshold-based policy evaluation,change in verified timely lawful completion and administrative burden,multi-year,population-group,equity,causal-identification,descriptive|causal,community-input|demographic-context|equity-attribute|intervention-assignment|legal-regulatory|municipal-demand|outcome-panel,design-only,blocked-multiple-gates,,0,false,sha256:e66e7f146adcf8b23e68ad057633d1f0c31e335ba3b009a1da59df3af01a0dbc,sha256:410a78e8ca07194b6dbdd252243e807bf4113590f36e8350f5344101b3e34a88
233,scenario.equity.algorithmic-governance.decision-system-risks.v1,behavioral-policy-equity,equity.algorithmic-governance,diagnose,Diagnose algorithmic decision-system risks and control gaps,algorithmic decision-system evidence and control gaps,"end-to-end claim, lineage, decision, recourse, and outcome diagnosis",high-impact decision pathways with unresolved controls,annual,network,technical,geographic-alignment,descriptive,community-input|equity-attribute|intervention-assignment|legal-regulatory|outcome-panel|service-schedule,design-only,blocked-missing-source,,0,false,sha256:83e2dd2cec675b943beb86499ab67bc3dcb26ccf367c8f1b32cf20ce6f605f59,sha256:d6416ae6b979cb4a33d1cd64b75a8a8bd4d2d2eccff990fb22ebc9ccc5904a71
234,scenario.equity.algorithmic-governance.review-appeal-demand.v1,behavioral-policy-equity,equity.algorithmic-governance,forecast,"Forecast human review, recourse, and audit demand","algorithmic decision review, appeal, and audit demand","decision-volume, drift, incident, recourse, and policy-change forecasting",high-impact decisions above qualified review capacity,weeks,service-area,capacity,model-calibration,forecast,equity-attribute|legal-regulatory|operating-capacity|outcome-panel|real-time-state|service-schedule,design-only,blocked-missing-source,,0,false,sha256:e402b74c93ce1ebbab3a7308213735fc64efb251450b5cd2b34e74d4452ecfba,sha256:1ac79dcf47a87f2e57b51556be581fd1489eada34d4ea1db2603f5d43ff05e83
235,scenario.equity.algorithmic-governance.governance-controls.v1,behavioral-policy-equity,equity.algorithmic-governance,prioritize,Prioritize algorithmic governance controls,algorithmic governance and risk-control portfolio,"impact, evidence gap, rights, feasibility, dependency, and lifecycle prioritization",high-impact decision volume without verified controls,multi-year,asset,budget,cost-capacity,descriptive|optimization,community-input|equity-attribute|financial-cost|legal-regulatory|operating-capacity|outcome-panel,design-only,blocked-missing-source,,0,false,sha256:a534214b1efeabb88abd9f9eb6f9dbaa819485cfb3fb31e0fd21473707840912,sha256:3e5192cafe9ed543b7788982468802820408b8a6d89d5c27f24dc414ee048cce
236,scenario.equity.algorithmic-governance.human-review-access.v1,behavioral-policy-equity,equity.algorithmic-governance,site,Site independent review and recourse access,algorithmic decision review and recourse locations,"rights, privacy, language, independence, access, and capacity-aware siting",affected people beyond usable independent review access,multi-year,facility,regulatory,legal-authority,simulation|optimization,community-input|equity-attribute|facility-inventory|legal-regulatory|outcome-panel|transport-network,design-only,blocked-missing-source,,0,false,sha256:c1d8da27a456fbea779a92ebdcf7e637581c1b6bc00214276f8901cfffd114d7,sha256:aa35e1d9d5c48673a5706ff52688de4794154aacea50b4461792159faf57a629
237,scenario.equity.algorithmic-governance.oversight-capacity.v1,behavioral-policy-equity,equity.algorithmic-governance,allocate,Allocate human review and oversight capacity,algorithmic human review and oversight resources,"impact, rights, expertise, conflict, and minimum-review allocation",high-impact decisions without qualified independent review capacity,weeks,service-area,equity,equity-measurement,simulation|optimization,community-input|equity-attribute|legal-regulatory|operating-capacity|outcome-panel|service-schedule,design-only,blocked-missing-source,,0,false,sha256:81358caf7593093e9555db6e39bba178f11816233c912a6c9eb38c64acde4641,sha256:79151e6cbc395474d96114bdc7914709d8ba7d386dc69e6c4a7bd345efd8bb76
238,scenario.equity.algorithmic-governance.audit-monitoring-cycle.v1,behavioral-policy-equity,equity.algorithmic-governance,schedule,"Schedule algorithmic audit, monitoring, review, and sunset",algorithmic system audit and governance schedule,"impact, change, drift, incident, dependency, and legal-deadline scheduling",high-impact system-days outside verified governance controls,weeks,asset,time,temporal-alignment,forecast|optimization,community-input|equity-attribute|legal-regulatory|outcome-panel|real-time-state|service-schedule,design-only,blocked-missing-source,,0,false,sha256:7d67348fa9451fcd77d4895cdb318b65f582f650818779bfde55461b4e3ac977,sha256:bf9a862d2ef185fd79c9ed798badd00d01d6c19c2eb2db5c42175848f25af3a5
239,scenario.equity.algorithmic-governance.algorithmic-failure.v1,behavioral-policy-equity,equity.algorithmic-governance,stress-test,Stress-test algorithmic systems and human fallback,algorithmic decision support under technical and institutional failure,"data, model, interface, human, vendor, attack, and capacity failure simulation",scenario-weighted high-impact decisions outside safe fallback,seasonal,network,risk,external-validation,forecast|simulation|optimization,community-input|equity-attribute|legal-regulatory|operating-capacity|outcome-panel|real-time-state,design-only,blocked-missing-source,,0,false,sha256:2605e938ce7c3df8744a2e79fc115bfb3763285767a21b324344ea30cfe10269,sha256:1dc142a28a267efaa23ac073fbe2313e77dabd3dc0e94280a65e3d04c07b0af8
240,scenario.equity.algorithmic-governance.decision-support-effect.v1,behavioral-policy-equity,equity.algorithmic-governance,evaluate,Evaluate algorithmic decision support and human review,phased algorithmic decision-support and human-review system,randomized rollout or threshold-based socio-technical evaluation,"change in verified service outcome, error, override, and recourse gaps",multi-year,population-group,equity,causal-identification,descriptive|causal,community-input|equity-attribute|intervention-assignment|legal-regulatory|operating-capacity|outcome-panel|service-schedule,reference-implemented,reference-implemented,deep.equity.causal-service-effectiveness.v1,0,false,sha256:ffe81b2e2f9e11200ec1b4aea127ca1dfd24cde43ab81183a2e06f65e9784f6f,sha256:652ce438169c833d886ccb5eaebe3bc4d2066381c2611c6dc5c98c5e3d956eaa
